targetId,diseaseId,novelty,datatypeId,datasourceId,therapeuticAreaName,diseaseName,targetBiotype,targetSymbol
ENSG00000121413,EFO_0000616,0.463,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,ZSCAN18
ENSG00000163812,EFO_0000616,0.464,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,ZDHHC3
ENSG00000143811,EFO_0000616,0.544,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,PYCR2
ENSG00000118004,EFO_0000616,0.597,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,COLEC11
ENSG00000171819,EFO_0000616,0.435,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,ANGPTL7
ENSG00000071859,EFO_0000616,0.43,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,FAM50A
ENSG00000132109,EFO_0000616,0.407,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,TRIM21
ENSG00000129991,EFO_0000616,0.555,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,TNNI3
ENSG00000168447,EFO_0000616,0.486,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,SCNN1B
ENSG00000142235,EFO_0000616,0.405,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,LMTK3
ENSG00000120937,EFO_0000616,0.474,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,NPPB
ENSG00000173110,EFO_0000637,0.43,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,HSPA6
ENSG00000109919,EFO_0000637,0.537,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,MTCH2
ENSG00000069011,EFO_0000637,0.45,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,PITX1
ENSG00000131668,EFO_0000637,0.597,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,BARX1
ENSG00000118972,EFO_0000637,0.52,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,FGF23
ENSG00000168243,EFO_0000637,0.579,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,GNG4
ENSG00000114209,EFO_0000637,0.597,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,PDCD10
ENSG00000024526,EFO_0000637,0.652,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,DEPDC1
ENSG00000179528,EFO_0000637,0.432,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,LBX2
ENSG00000129595,EFO_0000637,0.432,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,EPB41L4A
ENSG00000123700,EFO_0000637,0.597,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,KCNJ2
ENSG00000158828,EFO_0000637,0.649,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,PINK1
ENSG00000131153,EFO_0000637,0.575,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,GINS2
ENSG00000100625,EFO_0000637,0.597,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,SIX4
ENSG00000037474,EFO_0000637,0.525,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,NSUN2
ENSG00000171388,EFO_0000637,0.597,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,APLN
ENSG00000159792,EFO_0000637,0.597,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,PSKH1
ENSG00000164944,EFO_0000637,0.533,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,VIRMA
ENSG00000149257,EFO_0000637,0.564,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,SERPINH1
ENSG00000130208,EFO_0000637,0.557,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,APOC1
ENSG00000144554,EFO_0000637,0.527,literature,europepmc,cancer or benign tumor,osteosarcoma,protein_coding,FANCD2
ENSG00000227418,EFO_0000637,0.555,literature,europepmc,cancer or benign tumor,osteosarcoma,lncRNA,PCGEM1
ENSG00000174514,EFO_0000641,0.597,literature,europepmc,cancer or benign tumor,papillary thyroid carcinoma,protein_coding,MFSD4A
ENSG00000137868,EFO_0000641,0.597,literature,europepmc,cancer or benign tumor,papillary thyroid carcinoma,protein_coding,STRA6
ENSG00000165029,EFO_0000641,0.456,literature,europepmc,cancer or benign tumor,papillary thyroid carcinoma,protein_coding,ABCA1
ENSG00000103126,EFO_0000641,0.573,literature,europepmc,cancer or benign tumor,papillary thyroid carcinoma,protein_coding,AXIN1
ENSG00000137033,EFO_0000649,0.482,literature,europepmc,gastrointestinal disease,periodontitis,protein_coding,IL33
ENSG00000115602,EFO_0000649,0.597,literature,europepmc,gastrointestinal disease,periodontitis,protein_coding,IL1RL1
ENSG00000129214,EFO_0000649,0.411,literature,europepmc,gastrointestinal disease,periodontitis,protein_coding,SHBG
ENSG00000105697,EFO_0000668,0.439,literature,europepmc,pregnancy or perinatal disease,preeclampsia,protein_coding,HAMP
ENSG00000096717,EFO_0000668,0.474,literature,europepmc,pregnancy or perinatal disease,preeclampsia,protein_coding,SIRT1
ENSG00000123358,EFO_0000673,0.552,literature,europepmc,cancer or benign tumor,prostate adenocarcinoma,protein_coding,NR4A1
ENSG00000137033,EFO_0000676,0.416,literature,europepmc,integumentary system disease,psoriasis,protein_coding,IL33
ENSG00000167244,EFO_0000678,0.411,literature,europepmc,cancer or benign tumor,pterygium,protein_coding,IGF2
ENSG00000188042,EFO_0000681,0.486,literature,europepmc,cancer or benign tumor,renal cell carcinoma,protein_coding,ARL4C
ENSG00000187091,EFO_0000681,0.597,literature,europepmc,cancer or benign tumor,renal cell carcinoma,protein_coding,PLCD1
ENSG00000204866,EFO_0000681,0.586,literature,europepmc,cancer or benign tumor,renal cell carcinoma,protein_coding,IGFL2
ENSG00000132109,EFO_0000681,0.517,literature,europepmc,cancer or benign tumor,renal cell carcinoma,protein_coding,TRIM21
ENSG00000135919,EFO_0000681,0.597,literature,europepmc,cancer or benign tumor,renal cell carcinoma,protein_coding,SERPINE2
ENSG00000128610,EFO_0000681,0.597,literature,europepmc,cancer or benign tumor,renal cell carcinoma,protein_coding,FEZF1
ENSG00000184584,EFO_0000681,0.575,literature,europepmc,cancer or benign tumor,renal cell carcinoma,protein_coding,STING1
ENSG00000008988,EFO_0000681,0.597,literature,europepmc,cancer or benign tumor,renal cell carcinoma,protein_coding,RPS20
ENSG00000198910,EFO_0000681,0.523,literature,europepmc,cancer or benign tumor,renal cell carcinoma,protein_coding,L1CAM
ENSG00000173442,EFO_0000681,0.597,literature,europepmc,cancer or benign tumor,renal cell carcinoma,protein_coding,EHBP1L1
ENSG00000170606,EFO_0000681,0.597,literature,europepmc,cancer or benign tumor,renal cell carcinoma,protein_coding,HSPA4
ENSG00000139163,EFO_0000681,0.561,literature,europepmc,cancer or benign tumor,renal cell carcinoma,protein_coding,ETNK1
ENSG00000176170,EFO_0000681,0.489,literature,europepmc,cancer or benign tumor,renal cell carcinoma,protein_coding,SPHK1
ENSG00000117724,EFO_0000681,0.582,literature,europepmc,cancer or benign tumor,renal cell carcinoma,protein_coding,CENPF
ENSG00000117480,EFO_0000681,0.502,literature,europepmc,cancer or benign tumor,renal cell carcinoma,protein_coding,FAAH
ENSG00000155660,EFO_0000681,0.597,literature,europepmc,cancer or benign tumor,renal cell carcinoma,protein_coding,PDIA4
ENSG00000159216,EFO_0000685,0.43,literature,europepmc,musculoskeletal or connective tissue disease,rheumatoid arthritis,protein_coding,RUNX1
ENSG00000086730,EFO_0000685,0.43,literature,europepmc,musculoskeletal or connective tissue disease,rheumatoid arthritis,protein_coding,LAT2
ENSG00000213886,EFO_0000685,0.597,literature,europepmc,musculoskeletal or connective tissue disease,rheumatoid arthritis,protein_coding,UBD
ENSG00000138640,EFO_0000685,0.483,literature,europepmc,musculoskeletal or connective tissue disease,rheumatoid arthritis,protein_coding,FAM13A
ENSG00000172061,EFO_0000685,0.557,literature,europepmc,musculoskeletal or connective tissue disease,rheumatoid arthritis,protein_coding,LRRC15
ENSG00000113810,EFO_0000691,0.459,literature,europepmc,cancer or benign tumor,sarcoma,protein_coding,SMC4
ENSG00000011028,EFO_0000691,0.525,literature,europepmc,cancer or benign tumor,sarcoma,protein_coding,MRC2
ENSG00000165092,EFO_0000693,0.427,literature,europepmc,cancer or benign tumor,schwannoma,protein_coding,ALDH1A1
ENSG00000126457,EFO_0000702,0.442,literature,europepmc,cancer or benign tumor,small cell lung carcinoma,protein_coding,PRMT1
ENSG00000097046,EFO_0000702,0.546,literature,europepmc,cancer or benign tumor,small cell lung carcinoma,protein_coding,CDC7
ENSG00000142627,EFO_0000702,0.41,literature,europepmc,cancer or benign tumor,small cell lung carcinoma,protein_coding,EPHA2
ENSG00000171552,EFO_0000702,0.409,literature,europepmc,cancer or benign tumor,small cell lung carcinoma,protein_coding,BCL2L1
ENSG00000171848,EFO_0000702,0.527,literature,europepmc,cancer or benign tumor,small cell lung carcinoma,protein_coding,RRM2
ENSG00000109320,EFO_0000702,0.439,literature,europepmc,cancer or benign tumor,small cell lung carcinoma,protein_coding,NFKB1
ENSG00000172795,EFO_0000702,0.483,literature,europepmc,cancer or benign tumor,small cell lung carcinoma,protein_coding,DCP2
ENSG00000269335,EFO_0000702,0.46,literature,europepmc,cancer or benign tumor,small cell lung carcinoma,protein_coding,IKBKG
ENSG00000159147,EFO_0000702,0.454,literature,europepmc,cancer or benign tumor,small cell lung carcinoma,protein_coding,DONSON
ENSG00000165819,EFO_0000702,0.575,literature,europepmc,cancer or benign tumor,small cell lung carcinoma,protein_coding,METTL3
ENSG00000141510,EFO_0000707,0.708,somatic_mutation,eva_somatic,cancer or benign tumor,squamous cell carcinoma,protein_coding,TP53
ENSG00000105281,EFO_0000707,0.545,literature,europepmc,cancer or benign tumor,squamous cell carcinoma,protein_coding,SLC1A5
ENSG00000139687,EFO_0000707,0.549,somatic_mutation,eva_somatic,cancer or benign tumor,squamous cell carcinoma,protein_coding,RB1
ENSG00000138640,EFO_0000707,0.549,somatic_mutation,eva_somatic,cancer or benign tumor,squamous cell carcinoma,protein_coding,FAM13A
ENSG00000140474,EFO_0000707,0.588,literature,europepmc,cancer or benign tumor,squamous cell carcinoma,protein_coding,ULK3
ENSG00000131981,EFO_0000712,0.534,literature,europepmc,cardiovascular disease,stroke,protein_coding,LGALS3
ENSG00000245532,EFO_0000712,0.436,literature,europepmc,cardiovascular disease,stroke,lncRNA,NEAT1
ENSG00000007062,EFO_0000712,0.53,literature,europepmc,cardiovascular disease,stroke,protein_coding,PROM1
ENSG00000131203,EFO_0000712,0.405,literature,europepmc,cardiovascular disease,stroke,protein_coding,IDO1
ENSG00000139289,EFO_0000713,0.597,literature,europepmc,cardiovascular disease,subarachnoid hemorrhage,protein_coding,PHLDA1
ENSG00000277632,EFO_0000729,0.41,literature,europepmc,gastrointestinal disease,ulcerative colitis,protein_coding,CCL3
ENSG00000174885,EFO_0000729,0.57,literature,europepmc,gastrointestinal disease,ulcerative colitis,protein_coding,NLRP6
ENSG00000163814,EFO_0000729,0.746,literature,europepmc,gastrointestinal disease,ulcerative colitis,protein_coding,CDCP1
ENSG00000102794,EFO_0000729,0.475,literature,europepmc,gastrointestinal disease,ulcerative colitis,protein_coding,ACOD1
ENSG00000204592,EFO_0000729,0.572,literature,europepmc,gastrointestinal disease,ulcerative colitis,protein_coding,HLA-E
ENSG00000109458,EFO_0000729,0.442,literature,europepmc,gastrointestinal disease,ulcerative colitis,protein_coding,GAB1
ENSG00000185551,EFO_0000756,0.597,literature,europepmc,cancer or benign tumor,melanoma,protein_coding,NR2F2
ENSG00000187764,EFO_0000756,0.419,literature,europepmc,cancer or benign tumor,melanoma,protein_coding,SEMA4D
ENSG00000183765,EFO_0000756,0.549,genetic_association,eva,cancer or benign tumor,melanoma,protein_coding,CHEK2
ENSG00000138435,EFO_0000756,0.597,literature,europepmc,cancer or benign tumor,melanoma,protein_coding,CHRNA1
ENSG00000128513,EFO_0000756,0.409,literature,europepmc,cancer or benign tumor,melanoma,protein_coding,POT1
ENSG00000240405,EFO_0000756,0.471,literature,europepmc,cancer or benign tumor,melanoma,lncRNA,SAMMSON
ENSG00000167468,EFO_0000756,0.405,literature,europepmc,cancer or benign tumor,melanoma,protein_coding,GPX4
ENSG00000117222,EFO_0000756,0.597,literature,europepmc,cancer or benign tumor,melanoma,protein_coding,RBBP5
ENSG00000114867,EFO_0000756,0.519,literature,europepmc,cancer or benign tumor,melanoma,protein_coding,EIF4G1
ENSG00000118004,EFO_0000756,0.597,literature,europepmc,cancer or benign tumor,melanoma,protein_coding,COLEC11
ENSG00000147099,EFO_0000756,0.494,literature,europepmc,cancer or benign tumor,melanoma,protein_coding,HDAC8
ENSG00000166557,EFO_0000756,0.549,literature,europepmc,cancer or benign tumor,melanoma,protein_coding,TMED3
ENSG00000023171,EFO_0000756,0.597,literature,europepmc,cancer or benign tumor,melanoma,protein_coding,GRAMD1B
ENSG00000137857,EFO_0000756,0.579,literature,europepmc,cancer or benign tumor,melanoma,protein_coding,DUOX1
ENSG00000137076,EFO_0000756,0.464,literature,europepmc,cancer or benign tumor,melanoma,protein_coding,TLN1
ENSG00000143337,EFO_0000756,0.588,literature,europepmc,cancer or benign tumor,melanoma,protein_coding,TOR1AIP1
ENSG00000067798,EFO_0000756,0.576,literature,europepmc,cancer or benign tumor,melanoma,protein_coding,NAV3
ENSG00000005381,EFO_0000756,0.496,literature,europepmc,cancer or benign tumor,melanoma,protein_coding,MPO
ENSG00000160551,EFO_0000763,0.514,literature,europepmc,infectious disease,viral disease,protein_coding,TAOK1
ENSG00000126218,EFO_0000763,0.47,literature,europepmc,infectious disease,viral disease,protein_coding,F10
ENSG00000179750,EFO_0000763,0.435,literature,europepmc,infectious disease,viral disease,protein_coding,APOBEC3B
ENSG00000169032,EFO_0000770,0.573,literature,europepmc,cancer or benign tumor,malignant pleural mesothelioma,protein_coding,MAP2K1
ENSG00000121691,EFO_0001062,0.537,literature,europepmc,infectious disease,cytomegalovirus infection,protein_coding,CAT
ENSG00000181449,EFO_0001062,0.57,literature,europepmc,infectious disease,cytomegalovirus infection,protein_coding,SOX2
ENSG00000184557,EFO_0001062,0.522,literature,europepmc,infectious disease,cytomegalovirus infection,protein_coding,SOCS3
ENSG00000138135,EFO_0001066,0.509,literature,europepmc,immune system disease,experimental autoimmune encephalomyelitis,protein_coding,CH25H
ENSG00000087365,EFO_0001066,0.485,literature,europepmc,immune system disease,experimental autoimmune encephalomyelitis,protein_coding,SF3B2
ENSG00000090376,EFO_0001066,0.559,literature,europepmc,immune system disease,experimental autoimmune encephalomyelitis,protein_coding,IRAK3
ENSG00000184156,EFO_0001066,0.454,literature,europepmc,immune system disease,experimental autoimmune encephalomyelitis,protein_coding,KCNQ3
ENSG00000162374,EFO_0001066,0.436,literature,europepmc,immune system disease,experimental autoimmune encephalomyelitis,protein_coding,ELAVL4
ENSG00000168918,EFO_0001073,0.49,literature,europepmc,nutritional or metabolic disease,obesity,protein_coding,INPP5D
ENSG00000149658,EFO_0001073,0.542,literature,europepmc,nutritional or metabolic disease,obesity,protein_coding,YTHDF1
ENSG00000038945,EFO_0001073,0.502,literature,europepmc,nutritional or metabolic disease,obesity,protein_coding,MSR1
ENSG00000082438,EFO_0001073,0.452,literature,europepmc,nutritional or metabolic disease,obesity,protein_coding,COBLL1
ENSG00000138623,EFO_0001073,0.597,literature,europepmc,nutritional or metabolic disease,obesity,protein_coding,SEMA7A
ENSG00000234741,EFO_0001073,0.43,literature,europepmc,nutritional or metabolic disease,obesity,lncRNA,GAS5
ENSG00000120341,EFO_0001073,0.428,literature,europepmc,nutritional or metabolic disease,obesity,protein_coding,SEC16B
ENSG00000185338,EFO_0001073,0.566,literature,europepmc,nutritional or metabolic disease,obesity,protein_coding,SOCS1
ENSG00000125931,EFO_0001073,0.585,literature,europepmc,nutritional or metabolic disease,obesity,protein_coding,CITED1
ENSG00000092439,EFO_0001073,0.414,literature,europepmc,nutritional or metabolic disease,obesity,protein_coding,TRPM7
ENSG00000019549,EFO_0001073,0.488,literature,europepmc,nutritional or metabolic disease,obesity,protein_coding,SNAI2
ENSG00000119973,EFO_0001073,0.458,literature,europepmc,nutritional or metabolic disease,obesity,protein_coding,PRLHR
ENSG00000169116,EFO_0001361,0.597,literature,europepmc,cardiovascular disease,pulmonary arterial hypertension,protein_coding,PARM1
ENSG00000164736,EFO_0001361,0.597,genetic_association,clingen,cardiovascular disease,pulmonary arterial hypertension,protein_coding,SOX17
ENSG00000196396,EFO_0001361,0.597,literature,europepmc,cardiovascular disease,pulmonary arterial hypertension,protein_coding,PTPN1
ENSG00000184557,EFO_0001361,0.577,literature,europepmc,cardiovascular disease,pulmonary arterial hypertension,protein_coding,SOCS3
ENSG00000148053,EFO_0001361,0.471,literature,europepmc,cardiovascular disease,pulmonary arterial hypertension,protein_coding,NTRK2
ENSG00000106689,EFO_0001365,0.409,literature,europepmc,disorder of visual system,age-related macular degeneration,protein_coding,LHX2
ENSG00000196776,EFO_0001365,0.534,literature,europepmc,disorder of visual system,age-related macular degeneration,protein_coding,CD47
ENSG00000143546,EFO_0001378,0.568,literature,europepmc,cancer or benign tumor,multiple myeloma,protein_coding,S100A8
ENSG00000134531,EFO_0001422,0.459,literature,europepmc,cancer or benign tumor,cirrhosis of liver,protein_coding,EMP1
ENSG00000225783,EFO_0001422,0.418,literature,europepmc,cancer or benign tumor,cirrhosis of liver,lncRNA,MIAT
ENSG00000128059,EFO_0001423,0.418,known_drug,chembl,nervous system disease,encephalomyelitis,protein_coding,PPAT
ENSG00000269821,EFO_0001645,0.508,literature,europepmc,cardiovascular disease,coronary artery disease,lncRNA,KCNQ1OT1
ENSG00000182718,EFO_0001645,0.408,literature,europepmc,cardiovascular disease,coronary artery disease,protein_coding,ANXA2
ENSG00000166794,EFO_0001645,0.462,literature,europepmc,cardiovascular disease,coronary artery disease,protein_coding,PPIB
ENSG00000183765,EFO_0001663,0.675,genetic_association,gene_burden,cancer or benign tumor,prostate carcinoma,protein_coding,CHEK2
ENSG00000239732,EFO_0001668,0.477,literature,europepmc,infectious disease,human papilloma virus infection,protein_coding,TLR9
ENSG00000082014,EFO_0002517,0.418,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,SMARCD3
ENSG00000163435,EFO_0002517,0.547,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,ELF3
ENSG00000056972,EFO_0002517,0.496,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,TRAF3IP2
ENSG00000154914,EFO_0002517,0.597,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,USP43
ENSG00000141499,EFO_0002517,0.597,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,WRAP53
ENSG00000099381,EFO_0002517,0.597,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,SETD1A
ENSG00000072364,EFO_0002517,0.597,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,AFF4
ENSG00000110218,EFO_0002517,0.567,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,PANX1
ENSG00000100504,EFO_0002517,0.52,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,PYGL
ENSG00000139629,EFO_0002517,0.577,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,GALNT6
ENSG00000106809,EFO_0002517,0.411,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,OGN
ENSG00000078140,EFO_0002517,0.597,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,UBE2K
ENSG00000142945,EFO_0002517,0.483,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,KIF2C
ENSG00000174175,EFO_0002517,0.516,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,SELP
ENSG00000177575,EFO_0002517,0.413,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,CD163
ENSG00000105866,EFO_0002517,0.575,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,SP4
ENSG00000125534,EFO_0002517,0.597,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,PPDPF
ENSG00000112319,EFO_0002517,0.465,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,EYA4
ENSG00000112902,EFO_0002517,0.413,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,SEMA5A
ENSG00000083444,EFO_0002517,0.597,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,PLOD1
ENSG00000185880,EFO_0002517,0.597,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,TRIM69
ENSG00000163554,EFO_0002517,0.464,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,SPTA1
ENSG00000121022,EFO_0002517,0.493,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,COPS5
ENSG00000089163,EFO_0002517,0.614,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,SIRT4
ENSG00000105011,EFO_0002517,0.597,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,ASF1B
ENSG00000142611,EFO_0002517,0.575,literature,europepmc,cancer or benign tumor,pancreatic ductal adenocarcinoma,protein_coding,PRDM16
ENSG00000138435,EFO_0002617,0.531,literature,europepmc,cancer or benign tumor,metastatic melanoma,protein_coding,CHRNA1
ENSG00000095303,EFO_0002618,0.418,known_drug,chembl,cancer or benign tumor,pancreatic carcinoma,protein_coding,PTGS1
ENSG00000174807,EFO_0002914,0.49,literature,europepmc,cancer or benign tumor,uterine sarcoma,protein_coding,CD248
ENSG00000145734,EFO_0002917,0.597,literature,europepmc,cancer or benign tumor,ovarian serous adenocarcinoma,protein_coding,BDP1
ENSG00000160255,EFO_0002917,0.505,literature,europepmc,cancer or benign tumor,ovarian serous adenocarcinoma,protein_coding,ITGB2
ENSG00000115457,EFO_0002939,0.555,literature,europepmc,cancer or benign tumor,medulloblastoma,protein_coding,IGFBP2
ENSG00000176771,EFO_0003060,0.418,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,NCKAP5
ENSG00000101407,EFO_0003060,0.597,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,TTI1
ENSG00000237380,EFO_0003060,0.597,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,lncRNA,HOXD-AS2
ENSG00000140992,EFO_0003060,0.402,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,PDPK1
ENSG00000196937,EFO_0003060,0.593,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,FAM3C
ENSG00000231023,EFO_0003060,0.436,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,lncRNA,LINC00326
ENSG00000168487,EFO_0003060,0.455,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,BMP1
ENSG00000271601,EFO_0003060,0.597,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,LIX1L
ENSG00000104938,EFO_0003060,0.46,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,CLEC4M
ENSG00000162722,EFO_0003060,0.56,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,TRIM58
ENSG00000162975,EFO_0003060,0.483,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,KCNF1
ENSG00000142676,EFO_0003060,0.512,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,RPL11
ENSG00000128709,EFO_0003060,0.553,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,HOXD9
ENSG00000196159,EFO_0003060,0.45,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,FAT4
ENSG00000158480,EFO_0003060,0.597,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,SPATA2
ENSG00000150977,EFO_0003060,0.597,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,RILPL2
ENSG00000128578,EFO_0003060,0.597,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,STRIP2
ENSG00000197943,EFO_0003060,0.454,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,PLCG2
ENSG00000146678,EFO_0003060,0.432,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,IGFBP1
ENSG00000166670,EFO_0003060,0.449,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,MMP10
ENSG00000097021,EFO_0003060,0.552,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,ACOT7
ENSG00000136758,EFO_0003060,0.597,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,YME1L1
ENSG00000126003,EFO_0003060,0.406,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,PLAGL2
ENSG00000155093,EFO_0003060,0.413,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,PTPRN2
ENSG00000154734,EFO_0003060,0.437,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,ADAMTS1
ENSG00000115365,EFO_0003060,0.58,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,LANCL1
ENSG00000102572,EFO_0003060,0.575,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,STK24
ENSG00000167613,EFO_0003060,0.591,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,LAIR1
ENSG00000131507,EFO_0003060,0.597,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,NDFIP1
ENSG00000029153,EFO_0003060,0.583,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,BMAL2
ENSG00000157483,EFO_0003060,0.457,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,MYO1E
ENSG00000158125,EFO_0003060,0.463,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,XDH
ENSG00000136231,EFO_0003060,0.465,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,IGF2BP3
ENSG00000100105,EFO_0003060,0.597,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,PATZ1
ENSG00000003989,EFO_0003060,0.588,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,SLC7A2
ENSG00000169756,EFO_0003060,0.404,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,LIMS1
ENSG00000223802,EFO_0003060,0.583,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,CERS1
ENSG00000073282,EFO_0003060,0.511,literature,europepmc,cancer or benign tumor,non-small cell lung carcinoma,protein_coding,TP63
ENSG00000213186,EFO_0003095,0.575,literature,europepmc,gastrointestinal disease,non-alcoholic fatty liver disease,protein_coding,TRIM59
ENSG00000084754,EFO_0003095,0.57,literature,europepmc,gastrointestinal disease,non-alcoholic fatty liver disease,protein_coding,HADHA
ENSG00000166482,EFO_0003095,0.436,literature,europepmc,gastrointestinal disease,non-alcoholic fatty liver disease,protein_coding,MFAP4
ENSG00000226344,EFO_0003095,0.477,literature,europepmc,gastrointestinal disease,non-alcoholic fatty liver disease,unprocessed_pseudogene,CST12P
